Time,Temperature
0,17.407635529120384
1,33.3879069532978
2,19.012974828114004
3,13.557352078243714
4,-0.07036158217892208
5,19.949415905223866
6,23.731202774581895
7,29.025377691450487
8,21.742065197572636
9,14.077225528056438
10,22.943181224230155
11,24.57642895315421
12,28.97126556642621
13,13.912179779757285
14,15.552511047267753
15,30.803202291440243
16,26.347198497788266
17,19.432212903646437
18,19.46555818642376
19,20.888408922223398
20,32.543538982025424
21,1.1969790182429518
22,41.12901199130635
23,33.73304609529821
24,21.75954187209345
25,12.542479396596491
26,33.825241239001926
27,9.383256088393566
28,2.469435689841543
29,29.43916606172717
30,3.211247261733849
31,-0.347895799009903
32,10.465050401609957
33,24.386354761306933
34,12.790390071429428
35,19.94033750421822
36,34.305564943041745
37,9.08567003743435
38,24.12907290411323
39,17.860700147304193
40,22.18046794341577
41,25.78994730474832
42,4.282592775202923
43,25.784321618195296
44,22.066103910684156
45,23.994586990982306
46,20.420691530519626
47,31.921895288481636
48,20.209190102141367
49,23.53016703203147
50,13.054599988348457
51,21.90749437092644
52,25.046356002273697
53,4.811746285044444
54,15.835787778508323
55,-1.4023887579904972
56,13.360072227039836
57,22.89729790369644
58,13.869128879008873
59,27.57667949054303
60,41.74043402860979
61,19.053199739164786
62,19.512269498671774
63,41.12553200325416
64,-0.6155199125159321
65,1.205983755435815
66,11.77382980975618
67,22.165648787106594
68,26.11787288111784
69,32.1994417222156
70,27.207074711709616
71,16.717113813837894
72,38.033690068086514
73,-2.066457708367829
74,29.558984559051517
75,37.07399392239871
76,22.947101923099755
77,14.015866725562752
78,24.093068838733817
79,33.577954338941595
80,13.551088095264923
81,28.530185422358173
82,5.585247484274557
83,19.77543864242776
84,21.570263039559634
85,39.313760753858034
86,22.046195396102846
87,14.303703343831987
88,19.4688247572106
89,7.622809605000906
90,30.700843372552647
91,8.139267290016436
92,27.033866692341917
93,9.41665508264641
94,5.641767527992975
95,19.493330807629228
96,9.663837813618951
97,34.53389662798503
98,24.792445714143923
99,20.43032537841313
