Time,Temperature
0,19.08180766231399
1,30.312871665542218
2,18.82371637520904
3,11.884644399615848
4,-0.7017691798491068
5,20.30050768213574
6,22.71231611863727
7,25.826830687326186
8,28.028285953452077
9,8.444392361669145
10,30.929935519185484
11,26.965197308518544
12,31.28392525704706
13,14.046646185266404
14,19.797716197777532
15,26.466917023143854
16,26.403685808852302
17,10.082125219230448
18,22.390243453232447
19,21.53566459705499
20,34.85729236418615
21,4.732649586911474
22,40.096268070024664
23,37.69909713115955
24,14.098950280263768
25,4.2777964061920315
26,35.86544957402808
27,13.62230600435904
28,5.862311726318566
29,36.05047524474862
30,5.152914013785656
31,1.9085829362303137
32,8.766936908931585
33,32.67755004960365
34,12.174299901113137
35,18.931666823357116
36,35.68086530908189
37,7.155501708616464
38,25.574252401676063
39,17.118097463408525
40,15.93180052546009
41,29.148076665179453
42,5.595178061520354
43,19.903937863522785
44,17.690663481436786
45,20.87069496661273
46,20.168181294045333
47,23.923698463145886
48,17.6678443109467
49,26.121275114753505
50,12.09056874604018
51,19.436272785405883
52,17.138182774853476
53,9.11338006697558
54,20.19242748555195
55,4.493971977144184
56,18.532682692236644
57,18.712224670497363
58,14.82661188344479
59,22.934507473418233
60,35.27695016897193
61,24.203776832614878
62,14.662532171752865
63,32.97971299945846
64,3.490304938256795
65,-2.284712809005348
66,16.458511941195056
67,25.622606055234584
68,20.878961557711023
69,35.7127892149075
70,33.13033679165385
71,21.129456514812663
72,39.35444215165036
73,4.536737670571238
74,29.35125173870189
75,37.17441304921721
76,23.05278770791762
77,9.172533513778937
78,20.994156911955674
79,27.965353574880822
80,14.687825701235425
81,29.275767809245288
82,8.943211106541836
83,20.856813172047605
84,24.166777383721865
85,40.021419699841836
86,22.712970186165844
87,7.722789922119215
88,16.532385124771935
89,2.248492035324425
90,34.5585557828905
91,7.73139624906198
92,24.693863837942526
93,11.519672611459441
94,6.272584487493292
95,24.79529546025703
96,1.7125746329387077
97,31.366966489479445
98,30.4034422497665
99,20.958050933736075
