Time,Temperature
0,18.097734028069322
1,28.76582594204242
2,19.687236261635316
3,8.471323392191561
4,5.540285118589889
5,14.897352745122483
6,20.512529614156264
7,25.271438391138876
8,29.174490512911646
9,14.88920400770819
10,29.478963150818046
11,23.318361635343656
12,32.47736650976907
13,14.276781195133655
14,18.570440213831642
15,24.463949578143176
16,23.393151450329892
17,12.017177504143167
18,25.142305653450936
19,12.231678418985727
20,29.200360650994647
21,-0.30044109354995285
22,40.99341426343733
23,37.43464725291543
24,14.871056702478512
25,11.731225647658373
26,40.3741969042365
27,17.88150574954949
28,1.1844893210960414
29,32.8168444386968
30,3.9268290041986624
31,2.273269246372327
32,3.5640306377078446
33,30.845323049737537
34,7.685828900295473
35,25.67516156308504
36,31.07186983962309
37,7.219900362329215
38,29.37009481127533
39,11.145843401668817
40,21.931886347647712
41,29.798487515852685
42,2.604247414250426
43,22.357164949817996
44,21.63264557762319
45,17.24387656771409
46,21.56647130013299
47,27.25223626240014
48,20.44997043424618
49,18.233221620931285
50,12.364912190357487
51,20.60901216224659
52,21.20957369461199
53,9.443809492432981
54,13.454158880810503
55,1.1470130305352448
56,15.248381686181684
57,15.835051700978006
58,18.279735644394332
59,24.5825638246324
60,37.07943380110935
61,25.157528361944212
62,16.650345610854234
63,38.91643904847509
64,8.374110932429783
65,-0.8788377962075531
66,14.489461595650283
67,21.741642807140728
68,24.601552388304345
69,32.95152024160395
70,34.11092313083294
71,18.98239095990076
72,39.853464013531585
73,2.4663923767403686
74,33.71290386736631
75,35.803944301986675
76,14.588554818642326
77,17.360584973094973
78,22.46526667261432
79,33.14885181718134
80,16.729486494664886
81,28.84592480418479
82,7.856464291066564
83,22.462274444215712
84,29.322442758147545
85,35.503720548798206
86,22.630509693371728
87,6.089934766387765
88,19.19848391061508
89,7.891963432871236
90,34.427602230089
91,9.359599043851905
92,23.7003892810898
93,15.90955433554727
94,6.502545468691329
95,21.467329466855595
96,7.497567545690842
97,32.24143041015452
98,27.279576123399522
99,25.01975569531035
