Time,Temperature
0,25.10250108293295
1,28.58794507561543
2,21.460369146623126
3,13.369734549976904
4,5.112957824077071
5,15.348436927787468
6,27.26694014458303
7,27.42659195609361
8,24.411657923388848
9,6.5469504378371735
10,24.361556865206452
11,29.738939005601623
12,33.09178508999105
13,7.08337616571392
14,15.649378135515146
15,23.694510706114116
16,26.362491101778648
17,13.99380377217998
18,24.129409010515758
19,14.260527431252683
20,36.935500734692674
21,2.977926016047859
22,36.58243575136997
23,34.69793147967734
24,21.791842955587338
25,5.619625124003212
26,35.68304708377417
27,11.895254767996235
28,6.730864961051118
29,28.88381943276579
30,3.677541862376909
31,1.2576208244979945
32,4.003686173374712
33,26.30681184555715
34,14.146665722781051
35,28.11591424664806
36,36.57292340058744
37,8.23085234474977
38,23.865253349017358
39,17.854948196751018
40,18.62955979035719
41,28.23225236058694
42,6.608452422090155
43,20.293754708031383
44,18.135916572199708
45,23.336832615375727
46,26.848975936973464
47,32.766621046997216
48,14.949791541620296
49,25.671826784946578
50,10.123356202330314
51,19.948846158013986
52,22.19732149981305
53,6.821382501485282
54,12.221808507870193
55,4.392112340954906
56,16.26547116742021
57,24.941452421692084
58,12.992544476180893
59,26.45977631031161
60,37.52486838746433
61,21.416071175467312
62,20.43898578643927
63,34.97427503249868
64,2.7825311703945665
65,4.139700633134986
66,8.30824047782586
67,29.864402162733498
68,23.16431513192348
69,31.653695461780977
70,26.523841273141986
71,19.696876004508344
72,33.92278857560892
73,-1.3541233160521262
74,35.530181154013384
75,32.08758221079704
76,21.65966021530322
77,7.916404569452418
78,17.914076803134602
79,28.254978514340173
80,15.638703269932073
81,25.90090775673566
82,0.1728129327626
83,24.7643963655701
84,28.472307207418964
85,37.488049408412685
86,16.40607098299097
87,5.971963917338291
88,16.853263492058865
89,10.578209889213177
90,31.390242126326697
91,14.464324799210857
92,24.5322847902669
93,14.578665162452658
94,6.041655875692543
95,23.078412745139214
96,1.8394170345963223
97,35.49911822472143
98,22.74872648889075
99,23.035907182529005
