Time,Temperature
0,18.428129731565168
1,29.17777710006036
2,27.37812466752257
3,5.9793653044064214
4,0.4073896591562498
5,18.35787737471354
6,27.472749043707843
7,31.33756706134038
8,22.890647508242285
9,13.838988981804278
10,27.04237927693555
11,27.140458098323855
12,27.660449747399575
13,14.643383212125855
14,12.587911077794594
15,27.655795849258972
16,27.133329254140634
17,12.68278166768635
18,19.277799917699106
19,15.141127988298926
20,33.91098130390559
21,4.120007169235633
22,41.153402321001415
23,40.66038536765684
24,17.68237822820074
25,5.663174891275098
26,37.67795559379377
27,17.20510806290697
28,3.4646306661279507
29,28.63520850147645
30,7.620089795009436
31,6.650512694271114
32,2.912808996345645
33,32.53699004532727
34,12.408151634136594
35,20.27520456945379
36,38.04005123116765
37,10.210038159155362
38,30.631768737243604
39,8.978467999986304
40,16.67469240682551
41,28.70458860639733
42,2.7226962598106796
43,22.33916300844642
44,24.878410818466712
45,17.164963051712654
46,20.48143453949402
47,26.783530436142136
48,16.55721570040265
49,19.873832488874633
50,13.970627688336684
51,18.987060599642163
52,16.745223279354057
53,9.072852343881227
54,17.524614908021125
55,3.2326944498432546
56,14.22417337219704
57,16.861362718681818
58,18.155487210751026
59,21.24285859048592
60,42.3916624928581
61,19.278862215902432
62,21.162319470588525
63,40.16424099071776
64,1.4722172639130555
65,4.13967916493522
66,8.146690030657917
67,26.54106243201312
68,20.422884406079667
69,27.5682077568148
70,29.554945892063692
71,18.243231238221533
72,40.04191163355116
73,3.4971764899542137
74,32.59919573510326
75,34.81487089909029
76,17.755450880022188
77,8.309055906010395
78,21.424265251392658
79,33.500075129435764
80,10.480992611171429
81,29.45304027253765
82,0.8624713325420421
83,25.005586997164713
84,27.2267137080319
85,44.068968231824535
86,23.303230273365802
87,6.568486644104826
88,13.285194278595608
89,5.993058595599589
90,33.003422090961664
91,11.498136631452134
92,28.166489901602013
93,15.245154424499997
94,7.674315703364474
95,18.91930832126494
96,1.2623084371224262
97,33.20779918337958
98,26.921882978703323
99,18.126006440980234
