Time,Temperature
0,20.262179948695003
1,29.702770182394296
2,20.02265973455691
3,8.350084531171934
4,6.524875045900384
5,15.693376420674856
6,17.931376029172412
7,30.026887144699153
8,21.420828992727852
9,14.504442167367035
10,32.083063160728926
11,30.66657146989079
12,33.81199489248827
13,13.24908884187007
14,18.798811155851542
15,24.92506307796166
16,21.924706283555796
17,16.942631164259957
18,26.565755568303945
19,13.798313971701077
20,29.925890753375832
21,2.9093960800335337
22,38.008238994546645
23,37.12449164838147
24,22.15982297503918
25,11.25908234833155
26,37.52367333004556
27,8.72287201728027
28,3.67031186609311
29,33.87685963549414
30,3.594345386365532
31,0.2915241515275069
32,3.775266682694607
33,30.06291375896862
34,4.469512881688729
35,24.81693927918916
36,38.99705066263989
37,5.398184756131533
38,28.866003078203406
39,17.061447275468435
40,15.795276333849245
41,29.13494583237815
42,2.1837497659456044
43,16.286398193223807
44,25.86856684619343
45,16.17074188292771
46,28.115320370134206
47,28.587155475527453
48,16.802177304579985
49,18.42463269967169
50,11.001536186294505
51,24.015861668397513
52,25.23496121292146
53,8.349924175292509
54,18.34902721909869
55,-2.509955601907717
56,13.318476950639646
57,24.44705561827254
58,17.018244786165916
59,27.619244322486146
60,42.26817917313188
61,16.786840612493087
62,21.46617179999297
63,38.17846336464025
64,4.555022098260203
65,6.00611552823068
66,8.288834105508881
67,28.733532706290944
68,27.515561053373908
69,35.85567572652099
70,34.126509318564736
71,20.105077757620982
72,40.69136340509412
73,-3.5721796350153454
74,31.789819300314143
75,30.88093064805777
76,22.54796410293154
77,10.034549512461151
78,19.009907401107775
79,32.88736223362457
80,13.496061871822686
81,32.230418023456856
82,5.500403529394076
83,20.827931023034964
84,27.516310044793208
85,44.29446769532425
86,18.062356477261304
87,11.923448837043438
88,19.437899683163845
89,5.66871639821208
90,38.89929084205241
91,15.41294860979633
92,20.298813493219708
93,17.516242533991274
94,3.571635806787828
95,16.934519178661226
96,10.357478940963595
97,38.6538931922948
98,31.637239721272834
99,17.569582712432556
