Time,Temperature
0,23.562855336448745
1,35.24620631931471
2,17.956055574367827
3,6.605925086041037
4,6.5205522738921395
5,19.238382036983914
6,21.948666879221555
7,32.968676516239604
8,30.03904068637509
9,6.599877141374183
10,26.974494927062807
11,32.586223069637924
12,33.10586635745971
13,14.46261945889507
14,15.907904218770344
15,26.247151101318067
16,21.932317018088312
17,15.244405165113875
18,22.52499957296817
19,15.936656613059753
20,32.60671217624956
21,3.1659920961962467
22,35.827026438162584
23,40.061935557269706
24,20.611311748250614
25,9.677644882842738
26,34.13252887257024
27,14.019084663699296
28,7.335058156017023
29,33.238952431957124
30,9.71895293003448
31,-1.2537469493005315
32,6.203785720050103
33,32.54510105119047
34,6.417417270273553
35,22.69325186944275
36,31.876934606240667
37,3.6019396244893755
38,22.986279030649406
39,9.406320213861658
40,19.089464899697898
41,34.8711719060086
42,1.520082693772328
43,19.857742471725615
44,25.30944572313706
45,23.08679482710358
46,20.935828996406414
47,29.403190286172126
48,17.979620064623777
49,24.96026643865129
50,12.532706823494024
51,28.474770892187024
52,22.297067239187875
53,4.443080034403593
54,13.982308192598108
55,-0.5424691823058723
56,12.425037749926098
57,22.9533061071117
58,13.616857018314615
59,24.356335748243662
60,35.56354984795031
61,25.850877657721142
62,14.266920690993615
63,38.557367686131286
64,3.188829378586078
65,0.6198805846678512
66,15.757795259677355
67,21.772045490455763
68,24.87308973648538
69,32.935094701500894
70,34.74617118259802
71,17.44827946481708
72,42.865957263632914
73,-0.9328384416693156
74,37.767183965367586
75,27.817571590159083
76,20.85060369627938
77,10.253090639307185
78,16.883619578303954
79,35.19584334656619
80,10.397831191928383
81,33.830948920825044
82,-0.2271912460190295
83,26.184313863863533
84,23.863813626094927
85,43.442888238670726
86,15.967317681340006
87,14.51541460930483
88,16.589724268344206
89,4.848420283155097
90,32.91037573735285
91,6.611934082152349
92,22.314361492120938
93,16.82869303600043
94,-1.1265188096860381
95,23.875593986754875
96,3.3641014526811084
97,36.23110828466623
98,31.499968352949132
99,23.88544024276219
